NAME,ADDRESS,ADDRESS2,LAT,LNG,Tigerline ID,Tigerline ID side
CheckSpring Community Corporation,"69 E. 167th Street, Bronx, New York, 10452--820","69 W 167TH ST, BRONX, NY, 10452",-73.92488,40.83622,80299454,R
Bronx Overall Economic Development Corporation (BOEDC),"851 Grand Concourse, Suite 123, Bronx, New York, 10451","851 GRAND CONCOURSE, BRONX, NY, 10451",-73.92327,40.82577,80300117,L
Spring Bank,"69 East 167 St, Bronx, New York, 10452--820","69 E 167TH ST, BRONX, NY, 10452",-73.92038,40.83543,80299482,L
"Credit, Inc.","555 Bergen Avenue  Third Floor, Bronx, New York, 10455--309","555 BERGEN AVE, BRONX, NY, 10455",-73.91669,40.815758,80300757,L
Brooklyn Cooperative Federal Credit Union,"1474 Myrtle Avenue, Brooklyn, New York, 11237--512","1474 MYRTLE AVE, BROOKLYN, NY, 11237",-73.91565,40.699085,59082961,R
New Covenant Dominion Federal Credit Union,"1185 Boston Road, Bronx, New York, 10456-5377","1185 BOSTON RD, BRONX, NY, 10456",-73.90271,40.829197,80301961,L
"Leviticus 25:23 Alternative Fund, Inc.","220 White Plains Road, Suite 125, Tarrytown, New York, 10591","220 WHITE PLAINS RD, TARRYTOWN, NY, 10591",-73.84541,41.06344,623890496,R
"Community Capital New York, Inc","44 Executive Blvd, Suite 203, Elmsford, New York, 10523--132","44 EXECUTIVE BLVD, ELMSFORD, NY, 10523",-73.80605,41.068398,139846257,R
"Greater Jamaica Local Development Company, Inc.","90-04 161st Street, Jamaica, New York, 11432--615","90-4 161ST ST, JAMAICA, NY, 11432",-73.79931,40.705254,59712059,R
"Community Loan Fund of the Capital Region, Inc.","255 Orange Street  #103, Albany, New York, 12210--240","255 ORANGE ST, ALBANY, NY, 12210",-73.75884,42.65846,18310360,R
NYBDC Local Development Corporation,"50 Beaver Street  6th Floor, Albany, New York, 12207--153","50 BEAVER ST, ALBANY, NY, 12207",-73.7525,42.64845,18311576,L
"The Disability Fund, Inc.","265 Sunrise Highway Suite 45, Rockville Centre, New York, 11570--491","265 SUNRISE HWY, ROCKVILLE CTR, NY, 11570",-73.64461,40.657436,147832406,L
Long Island Small Business Assistance Corporation,"400 Post Avenue  Suite 201A, Westbury, New York, 11590--222","400 POST AVE, WESTBURY, NY, 11590",-73.586845,40.762924,642496726,R
"Housing Development Fund, Inc.","100 Prospect Street  Suite 100, Stamford, Connecticut, 06901--169","100 PROSPECT ST, STAMFORD, CT, 06901",-73.53526,41.05916,610393981,L
La Fuerza Unida Community Development Corporation,"34 Muttontown Lane, East Norwich, New York, 11732--140","34 MUTTONTOWN LN, EAST NORWICH, NY, 11732",-73.53508,40.83935,147624597,R
Queens Cluster Federal Credit Union,"127 Engineers Drive, Hicksville, New York, 11801--652","127 ENGINEERS DR, HICKSVILLE, NY, 11801",-73.50085,40.74505,637930895,R
Greylock Federal Credit Union,"150 West Street, Pittsfield, Massachusetts, 01201--911","150 WEST ST, PITTSFIELD, MA, 01201",-73.25692,42.44855,3972155,L
"Long Island Housing Partnership Community Development Financial Institution, Inc.","180 Oser Avenue, Hauppauge, New York, 11788-3737","180 OSER AVE, HAUPPAUGE, NY, 11788",-73.25157,40.817448,113983720,L
Opportunities Credit Union,"25 WINOOSKI FALLS WAY, SUITE 203  P.O. BOX 67, Winooski, Vermont, 05404--226","25 WINOOSKI FALLS WAY, WINOOSKI, VT, 05404",-73.18519,44.49024,639587112,L
CDCLI Funding Corporation,"2100 Middle Country Road  Suite 300, Centereach, New York, 11720--357","2100 MIDDLE COUNTRY RD, CENTEREACH, NY, 11720",-73.08377,40.85845,114002221,L
"Rutland West Neighborhood Housing Services, Inc.","110 Marble St, West Rutland, Vermont, 05777--054","110 MARBLE ST, WEST RUTLAND, VT, 05777",-73.04856,43.59593,138969157,R
First City Fund Corporation,"299 Whalley Avenue, New Haven, Connecticut, 06511-8918","299 WHALLEY AVE, NEW HAVEN, CT, 06511",-72.942505,41.316692,3700294,R
First Community Bancorp Inc.,"299 Whalley Avenue, New Haven, Connecticut, 06511-3141","299 WHALLEY AVE, NEW HAVEN, CT, 06511",-72.942505,41.316692,3700294,R
Start Community Bank,"299 Whalley Avenue, New Haven, Connecticut, 06511-3141","299 WHALLEY AVE, NEW HAVEN, CT, 06511",-72.942505,41.316692,3700294,R
Capital for Change,"121 Tremont Street, Hartford, Connecticut, 06105-2541","121 TREMONT ST, HARTFORD, CT, 06105",-72.71242,41.76677,3494109,L
Hartford Community Loan Fund,"215 Garden St., Hartford, Connecticut, 6105","215 GARDEN ST, HARTFORD, CT, 06105",-72.68699,41.773746,3494613,L
Nutmeg State Financial Credit Union,"521 Cromwell Avenue, Rocky Hill, Connecticut, 06067--180","521 CROMWELL AVE, ROCKY HILL, CT, 06067",-72.67999,41.653805,635727150,R
Hartford Economic Development  Corporation,"15 Lewis Street, Room 204, Hartford, Connecticut, 06103--250","15 LEWIS ST, HARTFORD, CT, 06103",-72.675446,41.764946,3495197,L
Cencap Federal Credit Union,"443 Franklin Avenue, Hartford, Connecticut, 6114","443 FRANKLIN AVE, HARTFORD, CT, 06114",-72.67534,41.737232,3516112,R
Seasons Federal Credit Union,"524 South Main Street, Middletown, Connecticut, 06457--421","524 S MAIN ST, MIDDLETOWN, CT, 06457",-72.65237,41.54262,113889860,L
"Vermont Community Loan Fund, Inc.","15 State Street, Suite 101  PO Box 827, Montpelier, Vermont, 05602--318","15 STATE ST, MONTPELIER, VT, 05602",-72.575775,44.2602,136690200,R
VSJF Flexible Capital Fund L3C,"3 Pitkin Court  Suite 301E, Montpelier, Vermont, 05602--450","3 PITKIN CT, MONTPELIER, VT, 05602",-72.57577,44.259552,136666592,L
"Springfield Neighborhood Housing Services, Inc.","111 Wilbraham Road, Springfield, Massachusetts, 01109-3127","111 WILBRAHAM RD, SPRINGFIELD, MA, 01109",-72.55994,42.11172,4036133,R
"Community Capital of Vermont, Inc.","105 N Main St, Barre, VT, 05641","105 N MAIN ST, BARRE, VT, 05641",-72.50197,44.197823,136695874,R
Quaboag Valley Business Assistance Corporation,"23 West Main Street, Suite #1, Ware, Massachusetts, 01082--135","23 W MAIN ST, WARE, MA, 01082",-72.244965,42.260574,636132512,L
Athol Credit Union,"513 Main St.  P.O. Box 389, Athol, Massachusetts, 01331--182","513 MAIN ST, ATHOL, MA, 01331",-72.228645,42.5939,39989870,L
Northern Community Investment Corporation,"51 Depot Square, Suite #2, St. Johnsbury, Vermont, 05819--279","51 DEPOT SQ, ST JOHNSBURY, VT, 05819",-72.01551,44.41729,181090225,L
Workers Credit Union,"815 Main Street, Fitchburg, Massachusetts, 1420","815 MAIN ST, FITCHBURG, MA, 01420",-71.80467,42.58563,40028056,R
"Worcester Community Housing Resources, Inc.","11 Pleasant Street, Suite 300, Worcester, Massachusetts, 01609--322","11 PLEASANT ST, WORCESTER, MA, 01609",-71.80266,42.263546,40103867,R
North Central Massachusetts Development Corporation,"860 South Street, Fitchburg, Massachusetts, 01420--690","860 SOUTH ST, FITCHBURG, MA, 01420",-71.78908,42.559147,40095460,L
"New Hampshire Community Loan Fund, Inc.","7 Wall Street, Concord, New Hampshire, 03301-3741","7 WALL ST, CONCORD, NH, 03301",-71.53736,43.202496,117743704,R
ROC USA Capital,"6 Loudon Road  Suite 501, Concord, New Hampshire, 03301--532","6 LOUDON RD, CONCORD, NH, 03301",-71.52879,43.2089,117717569,R
The Capital Good Fund,"22 A St, Providence, Rhode Island, 02907--220","22 A ST, PROVIDENCE, RI, 02904",-71.42412,41.814842,47516063,L
Providence Revolving Fund,"372 West Fountain Street, Providence, Rhode Island, 02903--351","372 W FOUNTAIN ST, PROVIDENCE, RI, 02903",-71.42244,41.818867,47465634,L
Lowell Community Loan Fund,"517 Moody St. 3rd floor, Lowell, Massachusetts, 01854--401","517 MOODY ST, LOWELL, MA, 01854",-71.3218,42.650425,86875798,R
Rockingham Economic Development Corp,"57 Main Street, Raymond, New Hampshire, 03077--232","57 MAIN ST, RAYMOND, NH, 03077",-71.18281,43.036083,113704449,L
Local Enterprise Assistance Fund,"1330 Beacon Street  Suite 355, Brookline, Massachusetts, 02446--320","1330 BEACON ST, BROOKLINE, MA, 02446",-71.12175,42.34212,87313652,L
"BCLF Ventures II, LLC","56 Warren Street  3rd Floor, Boston, Massachusetts, 2119","56 WARREN ST, BOSTON, MA, 02119",-71.08344,42.32884,85700513,L
"BCLF Ventures, Inc. d/b/a Boston Community Venture Fund","56 Warren Street  Palladio Hall, Boston, Massachusetts, 2119","56 WARREN ST, BOSTON, MA, 02119",-71.08344,42.32884,85700513,L
South Eastern Economic Development Corporation,"80 Dean Street, Taunton, Massachusetts, 02780--271","80 DEAN ST, TAUNTON, MA, 02780",-71.07767,41.90387,46803611,L
New Hope Community Capital Inc.,"95 Berkeley Street, Boston, Massachusetts, 02116-6240","95 BERKELEY ST, BOSTON, MA, 02116",-71.07098,42.34702,85698104,R
Dorchester Bay Neighborhood Loan Fund,"594 Columbia Road, Suite 302, Dorchester, Massachusetts, 02125-3436","594 COLUMBIA RD, DORCHESTER, MA, 02125",-71.0649,42.31723,85712424,L
"Community Health Center Capital Fund, Inc.","40 Court Street  10th Floor, Boston, Massachusetts, 02108--221","40 COURT ST, BOSTON, MA, 02108",-71.059044,42.359154,85709826,L
OneUnited Bank,"100 Franklin Street, Suite 600, Boston, Massachusetts, 02110--144","100 FRANKLIN ST, BOSTON, MA, 02110",-71.057816,42.35548,85720188,L
Massachusetts Housing Investment Corporation,"70 Federal Street  Sixth Floor, Boston, Massachusetts, 02110--190","70 FEDERAL ST, BOSTON, MA, 02110",-71.05649,42.35596,85710232,L
"MHIC, LLC","70 Federal Street, 6th Floor, Boston, Massachusetts, 2110","70 FEDERAL ST, BOSTON, MA, 02110",-71.05649,42.35596,85710232,L
"Community Development and Affordable Housing Fund, LLC","75 Federal St  Suite 610, Boston, Massachusetts, 02110--199","75 FEDERAL ST, BOSTON, MA, 02110",-71.0564,42.355305,85721687,R
Neighborhood Housing Finance,"422 Washington Street, Quincy, Massachusetts, 02169--571","422 WASHINGTON ST, QUINCY, MA, 02169",-70.98494,42.248707,87250339,L
"New Bedford Economic Development Council, Inc.","2nd Floor  1213 Purchase Street, New Bedford, Massachusetts, 02740--669","1213 PURCHASE ST, NEW BEDFORD, MA, 02740",-70.927216,41.6422,46753225,L
Strafford Economic Development Corporation,"100 Main Street, Dover, New Hampshire, 03820--383","100 MAIN ST, DOVER, NH, 03820",-70.87415,43.198433,117819956,L
Biddeford-Saco Area Economic Development Corporation,"190 Main Street, 3rd Floor, Saco, Maine, 04072-0536","190 MAIN ST, SACO, ME, 04072",-70.44071,43.50322,92757225,L
Community Concepts Finance Corporation,"240 Bates Street, Lewiston, Maine, 04240--733","240 BATES ST, LEWISTON, ME, 04240",-70.21264,44.09428,77961718,L
"Genesis Fund, Inc.","22 Lincoln Street, Brunswick, Maine, 04011--191","22 LINCOLN ST, BRUNSWICK, ME, 04011",-69.96664,43.916603,78007577,L
"Coastal Enterprises, Inc.","30 Federal Street Suite 100, Brunswick, Maine, 04011--151","30 FEDERAL ST, BRUNSWICK, ME, 04011",-69.963326,43.915993,78007114,L
Coastal Ventures IV Limited Partnership,"30 Federal Street, Brunswick, Maine, 4011","30 FEDERAL ST, BRUNSWICK, ME, 04011",-69.963326,43.915993,78007114,L
MaineStream Finance,"262 Harlow Street, Bangor, Maine, 04401-4952","262 HARLOW ST, BANGOR, ME, 04401",-68.77449,44.80563,123628368,L
Eastern Maine Development Corporation,"40 Harlow Street, Bangor, Maine, 04401--510","40 HARLOW CT, BANGOR, ME, 04401",-68.77428,44.804825,123628299,R
Four Directions Development Corporation,"20 Godfrey Drive, Orono, Maine, 04473-3610","20 GODFREY DR, ORONO, ME, 04473",-68.68905,44.902287,645604565,R
NorState Federal Credit Union,"78 Fox St, Madawaska, Maine, 04756--135","78 FOX ST, MADAWASKA, ME, 04756",-68.34696,47.352657,123802315,L
